Route,TrafficCondition,RoadCondition,WeatherCondition,BusCapacity,AvgSpeed,DistanceToDestination,TimeOfDay,DayType,Delay
Route_9,medium,average,sunny,48,40.91821455729841,24.643123244376824,morning,weekday,17.720786077959296
Route_9,high,good,rainy,34,49.24367449089925,19.966578412945715,night,weekday,30.27584969993149
Route_9,medium,average,foggy,16,21.59122915954933,27.221457646565593,afternoon,weekday,26.411786918953442
Route_9,low,average,rainy,10,42.27600247749865,14.631501782213933,morning,weekday,33.58018536513066
Route_9,medium,good,foggy,28,38.905589375257094,29.670970819842374,night,weekday,21.07313080646474
Route_9,medium,poor,sunny,40,43.481038449898335,11.907625057980212,afternoon,weekend,18.619945868159018
Route_9,medium,poor,sunny,10,22.12214510928915,18.482080784224713,morning,weekend,29.31176456054343
Route_9,low,average,sunny,31,49.878229728919656,24.275692375531385,afternoon,weekday,16.264895543824096
Route_9,medium,good,foggy,24,41.8759860864035,11.546477444092403,night,weekend,13.776769572173318
Route_9,medium,good,rainy,40,49.18296970977321,9.063110050210067,night,weekday,12.599247576685384
Route_9,high,good,sunny,21,48.21565731593831,21.987195334058626,evening,weekend,28.300103755772884
Route_9,low,average,foggy,38,50.52642116882707,28.08491763246863,night,weekday,13.436491083293086
Route_9,low,good,foggy,16,49.013745917101204,23.140101861779044,morning,weekend,25.246749661703006
Route_9,medium,average,foggy,43,30.532682989244996,8.350292551916592,evening,weekday,27.183897047126578
Route_9,high,poor,sunny,28,44.20091314149222,7.45913044493836,night,weekend,35.169681770051774
Route_9,high,poor,sunny,46,39.574143897370604,19.053754994359018,night,weekday,37.06358483837805
Route_9,high,average,sunny,43,29.534195419825696,20.0679921213165,evening,weekday,37.30269936463944
Route_9,low,poor,foggy,14,51.54529805922269,25.643691864908853,evening,weekday,36.960473447692586
Route_9,high,good,sunny,42,32.29508337345223,9.07345982623481,morning,weekend,44.0133233285752
Route_9,high,poor,sunny,33,40.33734113673529,15.722808998684224,night,weekend,34.25454255022491
Route_9,low,poor,rainy,32,47.01096736483214,22.071454762905443,evening,weekend,45.76655480252985
Route_9,high,good,foggy,50,20.724417988716546,25.918745672293166,afternoon,weekend,38.54229198254509
Route_9,low,average,sunny,17,54.14555825111476,18.785964151636428,night,weekday,15.81383280024868
Route_9,medium,average,rainy,27,43.32276324146399,24.26018783686244,morning,weekday,31.239320334264782
Route_9,medium,poor,foggy,22,22.554728731880953,12.601058268848787,afternoon,weekday,25.149418073841627
Route_9,high,average,rainy,50,21.534040809832,7.4239979783612196,night,weekday,38.94252372963274
Route_9,medium,good,foggy,12,54.53569019069156,14.251977592691027,morning,weekend,22.633554398456212
Route_9,high,average,foggy,35,38.73631611911898,8.160945711647027,night,weekday,35.63308427387129
Route_9,medium,average,sunny,15,45.088101378720296,14.039688323994731,afternoon,weekday,6.756500969455246
Route_9,low,average,foggy,24,30.47034597101405,18.624645394380938,morning,weekday,23.805307080103987
Route_9,medium,poor,sunny,34,30.830832709270368,11.107594874343233,evening,weekday,37.23802531117608
Route_9,medium,good,sunny,48,22.577526255957714,25.9160361368254,night,weekday,6.881805279314632
Route_9,low,average,foggy,44,50.42245817103912,25.14031610667964,evening,weekday,33.13455107976636
Route_9,medium,average,sunny,22,36.0561954176661,6.818185440366946,evening,weekend,24.857676286606253
Route_9,high,poor,sunny,24,37.65630005161601,19.606900490079283,night,weekend,44.752830179461114
Route_9,medium,good,foggy,20,50.25067733574692,24.782925775532455,morning,weekend,25.933651810685088
Route_9,medium,poor,foggy,49,25.888627939934715,26.198761387321376,night,weekday,36.90422179246518
Route_9,medium,poor,sunny,38,51.47315516319016,23.29152828591622,evening,weekend,33.40626916718796
Route_9,high,poor,rainy,50,41.661789763441455,26.453624524066612,night,weekday,44.481567671588714
Route_9,high,poor,foggy,44,29.326900987363622,20.067371890423775,morning,weekday,50.12276271199484
Route_9,low,poor,foggy,45,46.954200639990376,10.159375351395308,night,weekend,30.836705519814895
Route_9,low,good,foggy,26,38.89838539206219,27.125720409079186,afternoon,weekday,16.91300575700086
Route_9,medium,average,foggy,37,55.41044604605595,17.767713537907454,night,weekday,23.505521943213722
Route_9,high,good,foggy,32,23.806662077575584,7.643870463062417,morning,weekday,50.0218672560702
Route_9,medium,good,foggy,19,20.930396190838465,21.599316684211445,afternoon,weekday,23.4135578997956
Route_9,low,average,foggy,20,37.473566176796425,7.347851462834388,evening,weekend,17.61009091847101
Route_9,high,poor,rainy,15,49.065059503896876,27.274220392280768,evening,weekday,60.63086955562587
Route_9,medium,poor,foggy,18,22.653650722449616,29.024342709171496,evening,weekday,26.739119867596653
Route_9,low,good,foggy,20,21.823947765064876,27.7550414587836,afternoon,weekday,19.38134705660715
Route_9,high,average,rainy,23,27.00494171834332,14.6091436533075,afternoon,weekday,37.61832018034318
Route_9,low,average,sunny,30,47.90387215584733,6.060272214812927,night,weekend,15.024385022499306
Route_9,low,poor,foggy,22,21.620243183782776,23.689560101969754,morning,weekday,34.002748796423134
Route_9,low,average,foggy,27,45.702789026923554,23.263921366347695,night,weekday,16.1030264631389
Route_9,low,average,rainy,46,24.126040295745717,7.373575665176758,evening,weekend,30.922354812268942
Route_9,high,poor,foggy,27,47.111216740537365,22.834192847677308,evening,weekend,56.89795732154942
Route_9,high,average,rainy,24,22.393167987739506,13.23013896039336,night,weekend,26.63967016139518
Route_9,high,good,foggy,12,29.533075352200346,14.37616481268146,afternoon,weekday,33.082324720994485
Route_9,medium,poor,rainy,32,21.714892855626537,23.18789592368539,evening,weekday,43.39788337467082
Route_9,high,average,rainy,20,51.57451454536223,25.44338527518109,evening,weekend,44.42088042123528
Route_9,high,poor,rainy,34,51.095535773098646,8.092462757579165,evening,weekday,41.42247067236292
Route_9,medium,good,sunny,39,57.65873079545064,13.427256700983701,morning,weekend,14.589724070350163
Route_9,medium,poor,sunny,12,23.30426161045996,20.813359279590706,night,weekend,23.473195242831185
Route_9,low,good,foggy,46,53.697394022825655,22.636350925873685,night,weekday,21.085645924059428
Route_9,medium,good,rainy,16,31.209880995436823,9.713460527594396,afternoon,weekday,28.328379766366286
Route_9,low,average,foggy,26,54.86841836587261,12.20694514856072,night,weekday,12.619715643183174
Route_9,medium,poor,rainy,48,26.441645297948217,17.622307817766426,night,weekday,31.74615573703537
Route_9,low,good,sunny,13,52.578085437195234,13.633266251934883,evening,weekday,25.00620999898666
Route_9,medium,good,foggy,39,36.80174310511457,13.112506554870485,evening,weekday,30.141339165638424
Route_9,high,average,rainy,46,27.482500511249064,8.125308393215773,morning,weekday,46.24129018615135
Route_9,medium,poor,foggy,15,34.909530321582636,16.501935838718623,morning,weekday,37.3679996670859
Route_9,low,average,rainy,22,36.403746866390904,23.29477705972316,evening,weekday,21.991499899596988
Route_9,low,average,sunny,40,32.934558683587234,12.90538105576006,afternoon,weekend,8.120734773260146
Route_9,low,average,sunny,18,43.69318354187797,28.280381416596157,night,weekday,14.907695803227055
Route_9,high,average,sunny,35,53.91598142050886,17.589954775177077,morning,weekday,43.57850297549672
Route_9,low,good,sunny,17,39.64375753308667,14.19133459041146,afternoon,weekend,9.513990174769704
Route_9,high,poor,sunny,39,48.998546667032116,27.372058090282295,morning,weekend,55.15919661654095
Route_9,medium,poor,rainy,33,52.09657994178416,19.830894816536457,night,weekday,34.19284498275912
Route_9,high,poor,foggy,45,45.55979442441918,28.82587450975194,afternoon,weekday,41.244764167111576
Route_9,high,average,rainy,36,26.534014289669585,20.392929560819603,morning,weekday,32.89369389394849
Route_9,low,good,sunny,31,41.18053724584263,9.069984473137193,morning,weekday,18.965626006026515
Route_9,high,poor,foggy,46,58.42994236810992,20.458720157798513,evening,weekend,48.85550165531255
Route_9,high,good,foggy,33,42.865609639583056,12.46677195747773,evening,weekday,44.5755500756524
Route_9,medium,poor,sunny,29,45.11563557219201,5.377350831816056,night,weekday,30.33511142705529
Route_9,low,average,sunny,26,37.7802908181023,20.20008165960505,evening,weekend,22.0921874761394
Route_9,low,average,rainy,19,54.61812017983005,24.652875055438145,morning,weekday,24.048844777142214
Route_9,low,average,rainy,11,34.394211529609684,29.17642732180311,afternoon,weekend,25.697190979655346
Route_9,medium,poor,foggy,50,50.69127502113342,20.077445252867243,morning,weekend,35.77053127417392
Route_9,low,poor,foggy,35,47.38963353967194,15.700283692318468,morning,weekend,37.28157130766928
Route_9,low,good,foggy,16,59.98732885659969,23.57394437140789,evening,weekday,36.66104155011664
Route_9,high,average,rainy,30,33.71367126427194,14.897112544017359,morning,weekday,39.507897370384555
Route_9,medium,average,sunny,26,56.863457408020054,27.19085076446937,night,weekday,10.001791746396307
Route_9,low,average,sunny,41,36.15840008803449,16.669442643146468,afternoon,weekend,11.598197689941014
Route_9,high,average,foggy,13,57.77131325698335,13.880424770711274,afternoon,weekend,33.612264918511265
Route_9,high,good,rainy,34,37.47334468072031,16.7357553274788,night,weekday,28.189807240071694
Route_9,low,poor,rainy,39,43.44731379631342,26.782138126656157,morning,weekend,51.76669687512953
Route_9,low,good,foggy,42,33.44815832227084,14.071395999166509,evening,weekend,26.251093361298924
Route_9,high,poor,sunny,19,55.44574480525927,29.420607705227827,morning,weekday,31.790350555303924
Route_9,medium,good,foggy,30,38.08365944614327,27.753128574075294,afternoon,weekday,20.42850775384629
Route_9,medium,poor,rainy,16,55.973195296240284,26.941756947620288,morning,weekday,35.72183180496243
Route_9,medium,good,foggy,49,22.37942905355954,29.744918999942723,night,weekday,22.008480349129712
Route_9,high,good,rainy,42,33.99458158798751,19.81221744201007,morning,weekday,32.65301332748843
Route_9,high,average,foggy,13,26.889486237854207,19.707246543954803,night,weekday,33.031916295617386
Route_9,high,good,foggy,16,45.440249225616185,13.438722971601145,afternoon,weekday,37.49047107735558
Route_9,medium,average,foggy,19,38.725500590000564,15.177381828180579,night,weekday,15.619673460409569
Route_9,medium,average,rainy,50,34.396576292365026,24.82114420182494,morning,weekday,30.462604100413735
Route_9,high,average,rainy,37,42.63345748328544,10.221366580188791,morning,weekend,42.95206662551394
Route_9,medium,poor,foggy,47,33.153799316067634,9.29404059503477,morning,weekday,48.79691821844983
Route_9,low,average,rainy,47,26.201667178593823,6.778810446570795,morning,weekend,25.0815903912235
Route_9,medium,good,rainy,15,44.68071575352279,6.160406358630869,night,weekday,19.50623946784701
Route_9,high,good,rainy,43,20.588308054784786,16.637964610806335,afternoon,weekday,30.79893330230259
Route_9,low,good,foggy,38,21.632928372757654,9.164693739227953,morning,weekend,23.201970687830887
Route_9,low,average,sunny,12,47.76711294164156,7.824507338311838,night,weekend,2.754351929256738
Route_9,high,good,foggy,14,37.688764099859256,17.478230069800464,night,weekday,27.702163661900634
Route_9,medium,average,rainy,13,22.12153308691589,20.498417023966795,evening,weekend,33.511814926640845
Route_9,high,poor,foggy,17,26.754575192156054,18.869231488080942,morning,weekday,64.64186326876816
Route_9,low,average,sunny,11,42.06377152228129,7.967354250380563,afternoon,weekday,17.73093259317187
Route_9,low,average,sunny,36,31.1172186120069,25.702730686560578,afternoon,weekend,13.96352952621033
Route_9,medium,poor,rainy,49,37.026767347676,7.296999531059674,afternoon,weekday,30.16828946693686
Route_9,low,good,foggy,10,31.77701090014004,18.062613744151214,night,weekend,16.05337211195125
Route_9,medium,poor,sunny,14,46.72745631191669,20.52184700203485,night,weekday,16.393314232367864
Route_9,high,good,rainy,45,27.56796157014923,10.380065091507566,afternoon,weekday,24.369930100511745
Route_9,medium,average,sunny,19,58.82760197952214,27.985158975289398,evening,weekend,26.428525973025383
Route_9,low,average,sunny,40,27.370948008424328,20.396057409692283,afternoon,weekday,16.03706694347673
Route_9,medium,average,sunny,15,54.003160774329004,12.395283578351833,morning,weekend,17.68491213264691
Route_9,high,good,foggy,10,23.061979362564387,10.082476148348972,morning,weekend,40.34687984408037
Route_9,medium,average,foggy,42,41.89891787062842,27.793096347861898,evening,weekday,31.134543059443605
Route_9,high,average,foggy,11,36.39892560733294,15.882645347311886,morning,weekday,40.3008453265464
Route_9,high,poor,rainy,41,30.607990850097742,17.485428302378548,morning,weekend,56.87998347100987
Route_9,high,poor,sunny,49,30.64089851982836,12.445705405758982,morning,weekend,43.65678501120264
Route_9,medium,poor,rainy,44,48.150318882288026,26.42646749736943,morning,weekend,50.68461758258269
Route_9,high,good,foggy,16,48.33873528962977,17.148199839385114,evening,weekend,46.0009400141487
Route_9,medium,good,sunny,15,30.41789970276958,17.455748291960955,morning,weekend,16.526765717113026
Route_9,medium,poor,foggy,18,42.154172145397375,8.251305225418054,evening,weekend,43.17259930913585
Route_9,low,average,sunny,40,42.02822363331683,29.380352758566566,morning,weekday,22.950289933298436
Route_9,medium,poor,sunny,37,41.54274808184812,10.928352040398932,morning,weekday,33.67642612575058
Route_9,low,average,rainy,31,55.789644675447455,16.480464742906587,morning,weekend,24.256459299656605
Route_9,high,average,rainy,36,23.517480097940293,22.467753225493105,morning,weekend,38.992028559165675
Route_9,low,good,rainy,12,40.706004024064704,27.990754355526214,afternoon,weekend,8.884944250110431
Route_9,medium,poor,rainy,46,47.074093225807935,17.80213487660536,morning,weekday,43.95004521371698
Route_9,low,average,rainy,38,20.76410297949696,25.93314020076328,night,weekday,23.516961109273133
Route_9,medium,good,rainy,26,42.85186350364029,6.120001699147258,night,weekend,21.924383231150383
Route_9,low,good,sunny,27,46.544689298103904,17.52722035977635,morning,weekend,22.32116762472635
Route_9,low,good,foggy,38,53.55526994019142,25.383400735745834,night,weekday,17.809397321879338
Route_9,medium,poor,sunny,25,24.687016177437826,15.303388978999536,night,weekday,17.20222719254464
Route_9,low,good,foggy,15,35.253424200427524,18.25059613494807,evening,weekday,30.792337270191027
Route_9,high,poor,rainy,35,39.60246683178998,19.7409444921636,evening,weekday,53.60902167180688
Route_9,high,poor,rainy,24,47.92134501277753,5.7677659982271905,morning,weekday,60.223669414940545
Route_9,medium,poor,rainy,31,35.36213090808355,12.4970693415355,evening,weekday,49.441098176149666
Route_9,low,good,rainy,10,55.16558175198583,13.071324998150537,evening,weekday,29.9239320269214
Route_9,medium,poor,foggy,36,41.54804341090013,11.555013744506581,afternoon,weekday,28.02608300353196
Route_9,high,good,rainy,42,48.989429545219316,16.549847912764,evening,weekend,41.66214519624854
Route_9,medium,average,sunny,30,25.612202803351664,21.171814708188396,night,weekend,18.039200421315687
Route_9,high,average,rainy,11,25.580014033799262,12.38054169568423,night,weekday,34.62424977703675
Route_9,low,poor,foggy,42,31.07396542393131,11.084594244159568,evening,weekend,40.7275435425994
Route_9,high,good,sunny,46,31.333032227395098,7.787293632335416,afternoon,weekend,17.72652652264764
Route_9,low,poor,rainy,34,27.01140555186868,18.079416550054056,afternoon,weekend,32.24031482854466
Route_9,low,good,sunny,39,32.910164356483286,20.894803705772127,night,weekend,11.207857810089386
Route_9,high,good,foggy,31,22.564689286723212,26.358873092247023,morning,weekday,39.3970085861465
Route_9,high,good,rainy,37,33.559068450355326,28.83299166885157,night,weekday,38.55622222265536
Route_9,low,poor,sunny,21,32.2494926811119,17.10577112274772,night,weekday,17.095132290215606
Route_9,medium,good,foggy,44,29.490060659935992,12.76506235457258,afternoon,weekday,14.096157074162203
Route_9,low,good,foggy,17,51.69243102566561,7.178976712254177,night,weekday,23.353621089374382
Route_9,medium,poor,rainy,47,23.19173259800579,28.519614378738606,night,weekend,28.40941391347617
Route_9,low,average,foggy,38,26.535629332622985,5.488102808919893,afternoon,weekday,26.631203240227766
Route_9,low,poor,rainy,20,51.028288023712065,23.39207623227958,morning,weekday,33.39868187335314
Route_9,low,average,rainy,14,36.01678415067388,11.064254708366295,morning,weekend,31.46643464213
Route_9,low,average,sunny,15,43.25019400010127,6.675689577097502,afternoon,weekend,8.669336748258882
Route_9,high,poor,foggy,16,34.703914345834335,28.178375644874144,morning,weekend,51.234037060420164
Route_9,high,average,foggy,25,46.045657218883335,25.415373652396323,morning,weekend,55.60526514612604
Route_9,low,average,sunny,50,34.419517731295,10.20593167505627,evening,weekend,29.419648746508095
Route_9,low,average,sunny,20,23.12591016931758,11.681323873851696,afternoon,weekday,14.860552869584177
Route_9,medium,average,rainy,24,50.88940617289526,22.83507093483398,evening,weekend,38.08097046067434
Route_9,low,poor,foggy,18,50.62226684987863,18.741809870533707,morning,weekday,38.75148600808221
Route_9,medium,average,foggy,17,33.13283730129649,27.983769595222945,evening,weekend,26.557054162841425
Route_9,high,average,foggy,46,51.32911045395885,9.573368657001023,morning,weekday,45.44885906161216
Route_9,high,poor,sunny,42,59.31807189754871,10.29855239412526,evening,weekday,54.80203896124468
Route_9,low,good,rainy,45,27.91451540563145,27.447187357701175,night,weekend,22.068594025609393
Route_9,low,average,rainy,25,40.31987998061864,9.939257711495191,night,weekday,16.22879476877057
Route_9,low,good,sunny,19,43.720619169197285,21.015968028402213,night,weekday,13.325782489321744
Route_9,high,average,foggy,25,52.223995287728314,18.148422714298228,night,weekend,39.654818403231076
Route_9,low,poor,sunny,10,59.746815876327815,14.312520699951216,evening,weekday,34.32036069034011
Route_9,high,good,sunny,20,29.325432136133585,27.54627806782773,afternoon,weekend,30.19918022713506
Route_9,low,average,foggy,18,22.257733964196685,13.503648511144245,night,weekday,25.97159677756248
Route_9,medium,poor,rainy,20,24.315407723732882,10.675104802953026,morning,weekday,30.890072331040628
Route_9,high,average,foggy,32,52.65927369878673,28.014385200802522,afternoon,weekend,35.138018767439064
Route_9,medium,poor,sunny,17,36.62289262238368,24.880649111915787,morning,weekday,28.193099309232664
Route_9,high,good,foggy,19,30.362815198467096,24.93754793063421,morning,weekend,43.36410931083755
Route_9,low,average,sunny,39,59.20559947496801,13.544106490064676,afternoon,weekday,14.16870191187544
Route_9,medium,good,sunny,34,27.21843322046577,15.397070978543214,evening,weekend,21.92890712863637
Route_9,low,average,rainy,44,25.951731861118535,17.73405643945989,afternoon,weekend,11.714942207332289
Route_9,low,poor,rainy,25,25.88774799403332,25.758814006901392,afternoon,weekday,29.68646973308099
Route_9,low,good,sunny,15,36.65758855709086,19.286432276192397,morning,weekend,16.73325753272088
Route_9,low,good,sunny,14,38.32354744542282,23.42213345034915,night,weekday,10.082393614148309
Route_9,low,poor,rainy,25,35.006508812758256,10.396522198238781,afternoon,weekday,25.746598411848503
Route_9,low,average,sunny,24,56.38911255843778,7.939971171764244,night,weekday,14.457557310155508
Route_9,high,good,foggy,15,23.98705768567158,9.432836383953163,afternoon,weekend,43.15020702012439
Route_9,high,poor,rainy,22,22.73927548446023,5.584291756152977,afternoon,weekend,32.90087954993178
Route_9,low,good,sunny,35,23.05769666351228,21.5784395386324,evening,weekday,33.63860952682569
Route_9,high,average,foggy,35,31.181224360692323,17.293848335173934,morning,weekend,43.07127545630093
Route_9,medium,poor,rainy,28,57.89647122309553,11.25465481517912,evening,weekday,37.493295201433874
Route_9,medium,poor,rainy,45,39.82836154464883,17.01307948937641,morning,weekend,28.91969734465094
Route_9,low,poor,foggy,37,38.18650358276278,20.841571169528965,night,weekday,31.08132225682661
Route_9,high,poor,rainy,45,23.58646282902574,11.950520186242901,morning,weekend,48.01559987127904
Route_9,high,good,sunny,20,30.190613950957882,20.883619589760926,night,weekend,12.41175252831128
Route_9,medium,average,foggy,41,39.568917634996815,28.45517650991137,night,weekday,16.971607427191707
Route_9,low,good,rainy,44,42.42099462337852,28.707972271117946,night,weekend,14.382152910094925
Route_9,medium,good,sunny,16,33.74056527832244,25.07132409271283,night,weekday,14.449471931727704
Route_9,high,average,foggy,13,34.380683842240025,10.693663003307122,morning,weekday,40.13732238967958
Route_9,high,good,sunny,43,26.891352873949195,17.328219905847853,morning,weekday,48.40523832831285
Route_9,high,poor,foggy,13,49.31132372103105,6.396561590956663,morning,weekday,54.620042794891475
Route_9,medium,good,sunny,25,21.87046018389733,10.817565891986472,afternoon,weekday,13.247913575918808
Route_9,high,good,sunny,12,56.19909810334186,9.873061713583962,evening,weekend,38.05421019398078
Route_9,medium,good,sunny,44,37.749000374508284,21.08727455270046,morning,weekday,16.386540893657152
Route_9,high,poor,foggy,14,59.243312607242274,7.118566102208669,morning,weekday,55.71340912699908
Route_9,medium,good,rainy,27,21.493794014012412,9.103681347091712,afternoon,weekday,21.763503539699293
Route_9,low,good,foggy,13,54.60429411855849,26.71036784268511,morning,weekend,26.798174480692673
Route_9,high,good,rainy,34,44.09236645137398,11.344943028732159,evening,weekday,53.19599730247912
Route_9,low,good,foggy,10,39.4620206235327,17.12139089663521,afternoon,weekday,21.224197656426654
Route_9,high,good,rainy,17,20.950557758360624,24.6845185601453,afternoon,weekend,35.60951027401395
Route_9,low,poor,sunny,36,37.80249153554675,27.997512851837058,afternoon,weekend,16.650921353855352
Route_9,low,good,foggy,25,54.99032635596011,19.58598419838174,night,weekday,18.363586456001716
Route_9,medium,good,rainy,14,56.15531684704302,29.689986725750444,night,weekday,21.857136228882222
Route_9,low,average,foggy,34,31.901157302913717,14.051831728832141,morning,weekday,26.783906101540744
Route_9,medium,average,sunny,48,55.83075880338976,9.493035822269276,morning,weekend,24.238594804663485
Route_9,high,poor,foggy,21,46.9808766380241,7.891440579377097,night,weekend,37.87053975823104
Route_9,low,poor,rainy,17,54.584581041869804,16.41479925687351,afternoon,weekend,23.93313216758931
Route_9,low,average,sunny,29,29.30059190511916,26.609882839935022,afternoon,weekend,3.718823422686307
Route_9,medium,good,rainy,36,43.43937124254863,25.1134518958525,evening,weekend,21.763615304008248
Route_9,medium,poor,foggy,48,22.43681166182171,20.093596651283914,afternoon,weekday,26.10215324729965
Route_9,low,good,foggy,14,44.97518591092542,5.828419855842954,evening,weekend,20.987347910590216
Route_9,low,average,foggy,25,56.71208178752188,13.569570707962152,evening,weekday,26.687503375478656
Route_9,medium,average,sunny,42,36.935403194292675,28.3766500374897,morning,weekday,20.45914010692963
Route_9,low,average,rainy,47,26.63279914532904,19.170828391354323,night,weekday,16.019720033526973
Route_9,medium,good,foggy,19,44.69060822753394,25.430545165929907,evening,weekday,31.887260393162173
Route_9,medium,good,rainy,49,30.074987039830653,27.710080230024175,evening,weekend,35.69209136108395
Route_9,low,poor,rainy,22,47.2089606119048,8.287192636058334,night,weekday,29.66633512874826
Route_9,high,poor,rainy,23,53.22854559032071,6.729873103513666,afternoon,weekend,43.10310825886038
Route_9,medium,poor,rainy,29,45.51541093034187,8.852821881879285,afternoon,weekend,29.84875191524893
Route_9,low,good,rainy,40,41.09631758617919,27.41354255786085,night,weekend,11.668590623150298
Route_9,medium,good,foggy,22,39.491794035315536,12.295068092566886,evening,weekend,21.32070279256608
Route_9,medium,poor,rainy,19,27.55778960525962,19.86239699397437,night,weekday,32.79528479816465
Route_9,low,poor,rainy,32,35.08090929493325,11.653212264872224,evening,weekday,29.695164350772483
Route_9,low,average,foggy,20,35.82020758775982,29.521090006008066,morning,weekend,30.990932535486564
Route_9,medium,average,foggy,43,35.105069653696454,20.337457485670562,evening,weekend,30.462852393370184
Route_9,low,good,sunny,27,38.64320141649557,18.23203267290223,evening,weekend,9.774251429255676
Route_9,medium,good,rainy,15,56.195911531193,22.508663152122566,afternoon,weekday,23.774227509313153
Route_9,medium,poor,foggy,21,45.7262226717407,29.60951927218703,night,weekend,28.51888726761393
Route_9,low,average,rainy,22,36.86012313116877,10.712315916155603,evening,weekend,31.815870710574316
Route_9,low,good,rainy,14,37.74998312360796,10.289292695113643,night,weekday,19.07409422201067
Route_9,high,good,foggy,21,30.953574031995508,25.48672026339182,afternoon,weekday,28.599478499258428
Route_9,medium,good,foggy,40,32.40372784014982,15.97729612001674,night,weekend,9.60934855210481
Route_9,high,good,rainy,40,59.97048114099782,6.555281312578005,evening,weekday,45.56643372069012
Route_9,high,poor,rainy,41,40.507179971831675,20.026190092918604,night,weekend,32.579813214007444
Route_9,medium,good,foggy,31,26.915789743342714,8.779392689020645,evening,weekday,23.07314797225267
Route_9,low,poor,sunny,25,56.07973431464984,9.91886945124144,afternoon,weekend,22.570725841412013
Route_9,medium,average,rainy,37,48.59899611822942,18.419665656263348,night,weekend,11.232097003716408
Route_9,low,poor,foggy,15,31.871169415990423,9.259798614387222,morning,weekend,43.70905560357732
Route_9,medium,poor,foggy,26,48.599361377242644,21.199099215515876,evening,weekend,34.67914523252746
Route_9,low,poor,foggy,19,49.625927135607604,10.412548762774794,evening,weekday,46.94416261496802
Route_9,medium,average,foggy,32,21.396617795027634,15.704191033160054,evening,weekend,31.314309374355485
Route_9,high,poor,rainy,11,22.773009190098303,6.68874716129149,morning,weekend,52.30065997167707
Route_9,medium,good,sunny,43,36.37013975944867,24.697647322034513,morning,weekend,18.439339005335718
Route_9,low,average,sunny,15,29.78193863828668,27.075571910486623,evening,weekday,16.297940454879978
Route_9,high,poor,foggy,17,59.81320002849303,21.497513831237146,afternoon,weekend,35.81248955259704
Route_9,high,average,sunny,35,29.494442525899657,17.02133914085774,night,weekend,16.90399884280934
Route_9,low,average,rainy,15,31.815729369076863,11.693304028177316,morning,weekend,27.626879048668417
Route_9,high,average,foggy,21,46.52571918553942,26.698864090170076,afternoon,weekend,25.357083527223672
Route_9,low,poor,rainy,39,32.92074800468933,12.230929990339366,evening,weekday,38.30153170963129
Route_9,high,good,sunny,28,33.57143480107126,13.953021421221443,evening,weekend,41.04820526835845
Route_9,low,good,sunny,24,49.62675941442576,15.520880339194214,afternoon,weekend,10.127147619165672
Route_9,high,poor,rainy,23,59.889535740625625,20.57551368730256,evening,weekday,36.709766520114776
Route_9,high,average,sunny,13,58.63745302014959,13.077218719234036,morning,weekend,31.659034055931418
Route_9,low,good,sunny,24,35.47098964743012,11.065691943922127,morning,weekday,18.607121399725422
Route_9,medium,good,rainy,27,55.74339827314969,8.759037636366397,night,weekday,21.86138928682781
Route_9,high,good,foggy,28,51.201622802739514,7.567941557431164,morning,weekend,41.215520408534516
Route_9,high,good,foggy,21,49.98664659369407,11.667595425908676,evening,weekend,33.20215420616984
Route_9,medium,good,foggy,24,21.66895802073092,20.655912045142923,morning,weekday,26.173725114410942
Route_9,medium,poor,foggy,10,56.179988307149536,5.639046263433526,morning,weekend,36.091335194004955
Route_9,medium,average,foggy,36,49.98165992355805,19.179037817913667,afternoon,weekend,21.24496038379371
Route_9,low,average,rainy,33,27.414883623069986,29.61975718071402,afternoon,weekday,25.817913281546083
Route_9,high,good,rainy,26,47.82503806479396,12.209196479623216,night,weekend,33.444458771489316
Route_9,high,poor,foggy,19,24.004282125782762,16.647995111500265,evening,weekend,48.5000538775408
Route_9,high,poor,rainy,32,52.73821366110328,15.976029693906128,morning,weekend,42.58827215543941
Route_9,medium,good,rainy,47,44.56799301716793,7.243258045526147,afternoon,weekend,25.017083626907347
Route_9,medium,good,sunny,25,53.67462572582231,29.23174922304213,night,weekday,18.969860251367983
Route_9,medium,average,rainy,10,48.68205987808298,26.284048601173364,morning,weekday,31.145914660928153
Route_9,high,average,foggy,29,22.03700718138645,18.613801809874094,night,weekday,34.878428203643736
Route_9,low,poor,sunny,11,25.210638698818176,11.657440518691015,morning,weekday,33.69615877098512
Route_9,medium,average,sunny,28,20.270549503645483,14.296735481454096,night,weekday,14.319328157479644
Route_9,high,average,rainy,46,28.91634540106045,11.73323510647987,evening,weekday,47.46425788648959
Route_9,medium,average,foggy,45,40.04813215768034,5.458614395801337,afternoon,weekend,17.412038428796325
Route_9,low,good,rainy,14,48.139703756551526,10.502647022293974,afternoon,weekday,20.17556297435036
Route_9,medium,poor,rainy,14,43.40819467935832,23.435631605317237,evening,weekday,31.65250676347702
Route_9,high,average,rainy,15,27.37859148149091,11.728118406580922,afternoon,weekend,32.76074009783603
Route_9,high,average,foggy,12,26.589762264451473,13.013419309231077,morning,weekday,35.8316886015181
Route_9,medium,poor,foggy,36,41.404403172496615,5.9165201267185425,night,weekday,19.401913134584454
Route_9,high,good,sunny,13,59.874076167714556,27.94506356472248,morning,weekend,43.989903929595236
